treatment,seed,lr,model_depth,retained_depth,mask,is_prefix,keeps_first,is_alternating,ce,accuracy,excess_ce,accuracy_change,full_ce,full_accuracy
decreasing_ild,2701,0.0003,6,1,001000,False,False,False,0.7197615504264832,0.8055555820465088,0.6354132071137428,-0.17777776718139648,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,1,000100,False,False,False,0.7124935388565063,0.8416666388511658,0.628145195543766,-0.1416667103767395,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,1,000010,False,False,False,0.8761220574378967,0.75,0.7917737141251564,-0.23333334922790527,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,1,000001,False,False,False,0.9894406795501709,0.7222222089767456,0.9050923362374306,-0.26111114025115967,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,110000,True,True,False,0.1885063648223877,0.980555534362793,0.10415802150964737,-0.0027778148651123047,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,101000,False,True,False,0.19423459470272064,0.9694444537162781,0.10988625138998032,-0.013888895511627197,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,100100,False,True,False,0.20931556820869446,0.9750000238418579,0.12496722489595413,-0.008333325386047363,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,100010,False,True,False,0.2424296736717224,0.9583333134651184,0.1580813303589821,-0.025000035762786865,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,100001,False,True,False,0.26914674043655396,0.9638888835906982,0.18479839712381363,-0.01944446563720703,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,011000,False,False,False,0.3566015362739563,0.9277777671813965,0.272253192961216,-0.05555558204650879,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,010100,False,False,False,0.3406696915626526,0.9194444417953491,0.25632134824991226,-0.06388890743255615,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,010010,False,False,False,0.38683611154556274,0.9055555462837219,0.3024877682328224,-0.07777780294418335,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,010001,False,False,False,0.39525502920150757,0.9222221970558167,0.31090668588876724,-0.06111115217208862,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,001100,False,False,False,0.40012049674987793,0.8999999761581421,0.3157721534371376,-0.08333337306976318,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,001010,False,False,False,0.4630764126777649,0.8722222447395325,0.37872806936502457,-0.1111111044883728,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,001001,False,False,False,0.5068858861923218,0.8500000238418579,0.42253754287958145,-0.13333332538604736,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,000110,False,False,False,0.49617817997932434,0.8694444298744202,0.411829836666584,-0.11388891935348511,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,000101,False,False,False,0.5105995535850525,0.8694444298744202,0.42625121027231216,-0.11388891935348511,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,2,000011,False,False,False,0.6352310180664062,0.8222222328186035,0.5508826747536659,-0.16111111640930176,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,111000,True,True,False,0.1136460229754448,0.9833333492279053,0.029297679662704468,0.0,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,110100,False,True,False,0.10868305712938309,0.9861111044883728,0.02433471381664276,0.0027777552604675293,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,110010,False,True,False,0.11685338616371155,0.9861111044883728,0.03250504285097122,0.0027777552604675293,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,110001,False,True,False,0.12214045226573944,0.9861111044883728,0.037792108952999115,0.0027777552604675293,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,101100,False,True,False,0.1161024421453476,0.9777777791023254,0.03175409883260727,-0.005555570125579834,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,101010,False,True,True,0.125650092959404,0.9777777791023254,0.041301749646663666,-0.005555570125579834,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,101001,False,True,False,0.12999564409255981,0.9833333492279053,0.04564730077981949,0.0,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,100110,False,True,False,0.14011545479297638,0.9777777791023254,0.05576711148023605,-0.005555570125579834,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,100101,False,True,False,0.14232051372528076,0.9833333492279053,0.057972170412540436,0.0,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,100011,False,True,False,0.16311220824718475,0.9750000238418579,0.07876386493444443,-0.008333325386047363,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,011100,False,False,False,0.2694850564002991,0.9305555820465088,0.18513671308755875,-0.052777767181396484,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,011010,False,False,False,0.27782493829727173,0.9305555820465088,0.1934765949845314,-0.052777767181396484,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,011001,False,False,False,0.2814491391181946,0.9333333373069763,0.19710079580545425,-0.050000011920928955,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,010110,False,False,False,0.2836602032184601,0.9277777671813965,0.19931185990571976,-0.05555558204650879,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,010101,False,False,True,0.2857615053653717,0.9333333373069763,0.20141316205263138,-0.050000011920928955,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,010011,False,False,False,0.30841514468193054,0.9333333373069763,0.22406680136919022,-0.050000011920928955,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,001110,False,False,False,0.3315128684043884,0.9083333611488342,0.2471645250916481,-0.07499998807907104,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,001101,False,False,False,0.33451521396636963,0.9055555462837219,0.2501668706536293,-0.07777780294418335,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,001011,False,False,False,0.3814965486526489,0.8833333253860474,0.2971482053399086,-0.10000002384185791,0.08434834331274033,0.9833333492279053
decreasing_ild,2701,0.0003,6,3,000111,False,False,False,0.42216333746910095,0.8861111402511597,0.3378149941563606,-0.0972222089767456,0.08434834331274033,0.9833333492279053
